service,gender,race,hispanicity,paygrade,count
Coast Guard,MALE,AMI/ALN,NON-HISP,E09,10
Coast Guard,MALE,ASIAN,HISP,E09,0
Coast Guard,MALE,ASIAN,NON-HISP,E09,1
Coast Guard,MALE,BLACK,HISP,E09,0
Coast Guard,MALE,BLACK,NON-HISP,E09,8
Coast Guard,MALE,MULTI,HISP,E09,1
Coast Guard,MALE,MULTI,NON-HISP,E09,6
Coast Guard,MALE,P/I,HISP,E09,0
Coast Guard,MALE,P/I,NON-HISP,E09,1
Coast Guard,MALE,WHITE,HISP,E09,5
Coast Guard,MALE,WHITE,NON-HISP,E09,271
Coast Guard,MALE,UNK,HISP,E09,3
Coast Guard,MALE,UNK,NON-HISP,E09,9
Coast Guard,FEMALE,AMI/ALN,HISP,E09,0
Coast Guard,FEMALE,AMI/ALN,NON-HISP,E09,0
Coast Guard,FEMALE,ASIAN,HISP,E09,0
Coast Guard,FEMALE,ASIAN,NON-HISP,E09,0
Coast Guard,FEMALE,BLACK,HISP,E09,0
Coast Guard,FEMALE,BLACK,NON-HISP,E09,2
Coast Guard,FEMALE,MULTI,HISP,E09,0
Coast Guard,FEMALE,MULTI,NON-HISP,E09,1
Coast Guard,FEMALE,P/I,HISP,E09,0
Coast Guard,FEMALE,P/I,NON-HISP,E09,0
Coast Guard,FEMALE,WHITE,HISP,E09,0
Coast Guard,FEMALE,WHITE,NON-HISP,E09,13
Coast Guard,FEMALE,UNK,HISP,E09,0
Coast Guard,FEMALE,UNK,NON-HISP,E09,0
